"Relative Time (Process)","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MIN","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MAX"
"84165.523017492","439.987","439.987","439.987"
"84180.522978763","431.324","431.324","431.324"
"84195.522473984","429.469","429.469","429.469"
"84210.522903424","429.098","429.098","429.098"
"84225.52273981","427.263","427.263","427.263"
"84240.522808862","432.919","432.919","432.919"
"84255.52312907","432.774","432.774","432.774"
"84270.523855001","429.284","429.284","429.284"
"84285.523438112","432.363","432.363","432.363"
"84300.522902995","425.656","425.656","425.656"
"84315.523799828","431.465","431.465","431.465"
"84330.522918877","431.717","431.717","431.717"
"84345.523844099","425.963","425.963","425.963"
"84360.523305096","429.232","429.232","429.232"
"84375.525139371","431.488","431.488","431.488"
"84390.522838493","423.299","423.299","423.299"
"84405.523320291","426.085","426.085","426.085"
"84420.523183357","432.002","432.002","432.002"
"84435.523276049","423.372","423.372","423.372"
"84450.522897798","436.585","436.585","436.585"
"84465.523156718","431.705","431.705","431.705"
"84480.522819331","433.407","433.407","433.407"
"84495.522366809","437.481","437.481","437.481"
"84510.522909687","429.849","429.849","429.849"
"84525.522991902","432.101","432.101","432.101"
"84540.526348802","429.561","429.561","429.561"
"84555.523310859","429.895","429.895","429.895"
"84570.523419231","432.569","432.569","432.569"
"84585.525217264","426.703","426.703","426.703"
"84600.522667472","430.075","430.075","430.075"
"84615.523287929","432.264","432.264","432.264"
"84630.523566696","426.641","426.641","426.641"
"84645.523488485","430.252","430.252","430.252"
"84660.523183527","433.169","433.169","433.169"
"84675.522969802","426.266","426.266","426.266"
"84690.524157423","440.692","440.692","440.692"
"84705.523377139","431.252","431.252","431.252"
"84720.523562557","429.09","429.09","429.09"
"84735.523567929","431.074","431.074","431.074"
"84750.524706997","428.253","428.253","428.253"
"84765.523430186","431.057","431.057","431.057"
"84780.522625219","431.773","431.773","431.773"
"84795.523253486","426.155","426.155","426.155"
"84810.523332786","430.869","430.869","430.869"
"84825.524331352","426.25","426.25","426.25"
"84840.523296459","431.838","431.838","431.838"
"84855.523249965","430.941","430.941","430.941"
"84870.523308677","426.251","426.251","426.251"
"84885.524313971","428.96","428.96","428.96"
"84900.522798261","432.394","432.394","432.394"
"84915.52282766","424.121","424.121","424.121"
"84930.52228571","430.811","430.811","430.811"
"84945.5245989","432.381","432.381","432.381"
"84960.525490869","425.521","425.521","425.521"
"84975.524427488","437.131","437.131","437.131"
"84990.523238055","432.314","432.314","432.314"
"85005.523120577","433.28","433.28","433.28"
"85020.522736209","434.964","434.964","434.964"
"85035.522550585","429.03","429.03","429.03"
"85050.522224582","431.917","431.917","431.917"
"85065.523725967","431.667","431.667","431.667"
"85080.523311772","430.139","430.139","430.139"
"85095.522825294","432.017","432.017","432.017"
"85110.523341742","427.197","427.197","427.197"
"85125.523241516","428.794","428.794","428.794"
"85140.52411095","431.433","431.433","431.433"
"85155.522536018","426.772","426.772","426.772"
"85170.52307788","429.119","429.119","429.119"
"85185.523170247","431.799","431.799","431.799"
"85200.522938587","427.379","427.379","427.379"
"85215.523484268","433.309","433.309","433.309"
"85230.522302689","431.049","431.049","431.049"
"85245.522944884","428.271","428.271","428.271"
"85260.525099253","431.477","431.477","431.477"
"85275.523221356","432.454","432.454","432.454"
"85290.523422722","433.991","433.991","433.991"
"85305.524567819","434.242","434.242","434.242"
"85320.526944875","430.192","430.192","430.192"
"85335.523710881","431.264","431.264","431.264"
"85350.522566724","426.535","426.535","426.535"
"85365.522985648","429.711","429.711","429.711"
"85380.523140322","431.072","431.072","431.072"
"85395.523473991","424.984","424.984","424.984"
"85410.52340821","425.929","425.929","425.929"
"85425.523083832","431.767","431.767","431.767"
"85440.523150249","422.417","422.417","422.417"
"85455.523333524","431.669","431.669","431.669"
"85470.523680716","431.335","431.335","431.335"
"85485.523421517","424.873","424.873","424.873"
"85500.52298271","434.807","434.807","434.807"
"85515.522566899","430.612","430.612","430.612"
"85530.523795763","431.973","431.973","431.973"
"85545.523801874","433.091","433.091","433.091"
"85560.524186582","430.843","430.843","430.843"
"85575.523795548","429.599","429.599","429.599"
"85590.524196191","429.531","429.531","429.531"
"85605.524206728","428.049","428.049","428.049"
"85620.522489265","431.466","431.466","431.466"
"85635.523700996","425.331","425.331","425.331"
"85650.524945105","429.104","429.104","429.104"
"85665.52339518","431.258","431.258","431.258"
"85680.526190181","426.345","426.345","426.345"
"85695.523153787","432.694","432.694","432.694"
"85710.523389983","431.552","431.552","431.552"
"85725.523792839","428.049","428.049","428.049"
"85740.522745106","431.939","431.939","431.939"
"85755.523397838","431.457","431.457","431.457"
"85770.523900707","424.543","424.543","424.543"
"85785.523415757","436.671","436.671","436.671"
"85800.522622781","432.042","432.042","432.042"
"85815.523578376","432.343","432.343","432.343"
"85830.524994552","437.486","437.486","437.486"
"85845.523635186","429.881","429.881","429.881"
"85860.523296847","432.469","432.469","432.469"
"85875.523279925","426.348","426.348","426.348"
"85890.523435629","431.549","431.549","431.549"
"85905.524600288","430.534","430.534","430.534"
"85920.52369121","426.795","426.795","426.795"
"85935.52277927","430.714","430.714","430.714"
"85950.523086946","430.7","430.7","430.7"
"85965.524013091","426.417","426.417","426.417"
"85980.523941141","431.302","431.302","431.302"
"85995.523495533","430.821","430.821","430.821"
"86010.523042737","426.848","426.848","426.848"
"86025.524347067","430.52","430.52","430.52"
"86040.522547006","431.726","431.726","431.726"
"86055.522824899","430.516","430.516","430.516"
"86070.522570778","434.267","434.267","434.267"
"86085.523685589","427.436","427.436","427.436"
"86100.523061284","432.812","432.812","432.812"
"86115.523465527","434.741","434.741","434.741"
"86130.524441686","431.258","431.258","431.258"
"86145.52344112","431.277","431.277","431.277"
"86160.52387594","422.915","422.915","422.915"
"86175.523550478","428.712","428.712","428.712"
"86190.52341571","430.594","430.594","430.594"
"86205.524085381","427.828","427.828","427.828"
"86220.522880439","428.947","428.947","428.947"
"86235.523291861","432.275","432.275","432.275"
"86250.522838955","422.577","422.577","422.577"
"86265.523579924","430.549","430.549","430.549"
"86280.522831608","431.782","431.782","431.782"
"86295.523851943","427.13","427.13","427.13"
"86310.523502439","437.541","437.541","437.541"
"86325.523266163","431.505","431.505","431.505"
"86340.52277777","432.936","432.936","432.936"
"86355.524067565","427.786","427.786","427.786"
"86370.523066177","429.434","429.434","429.434"
"86385.524100672","431.596","431.596","431.596"
"86400.52382076","429.136","429.136","429.136"
"86415.523665183","430.837","430.837","430.837"
"86430.523514581","431.067","431.067","431.067"
"86445.52333526","426.864","426.864","426.864"
"86460.524639851","429.634","429.634","429.634"
"86475.522695217","430.619","430.619","430.619"
"86490.523704924","424.512","424.512","424.512"
"86505.522751406","429.849","429.849","429.849"
"86520.525142172","431.649","431.649","431.649"
"86535.523704398","425.503","425.503","425.503"
"86550.523267573","433.932","433.932","433.932"
"86565.522811516","430.828","430.828","430.828"
"86580.523065241","428.11","428.11","428.11"
"86595.523918305","431.032","431.032","431.032"
"86610.523406317","429.219","429.219","429.219"
"86625.523660353","432.815","432.815","432.815"
"86640.522993059","434.073","434.073","434.073"
"86655.524335543","428.667","428.667","428.667"
"86670.525705173","431.509","431.509","431.509"
"86685.522796653","426.815","426.815","426.815"
"86700.522999198","432.107","432.107","432.107"
"86715.52314093","431.062","431.062","431.062"
"86730.5243288","405.311","405.311","405.311"
"86745.522969463","433.972","433.972","433.972"
"86760.523580327","432.314","432.314","432.314"
"86775.523355962","423.595","423.595","423.595"
"86790.526190676","430.431","430.431","430.431"
"86805.523780748","432.581","432.581","432.581"
"86820.523416292","424.844","424.844","424.844"
"86835.523899819","435.102","435.102","435.102"
"86850.523094214","431.289","431.289","431.289"
"86865.522360842","432.2","432.2","432.2"
"86880.523423954","434.57","434.57","434.57"
"86895.523650136","427.508","427.508","427.508"
"86910.523596384","431.405","431.405","431.405"
"86925.524111238","428.643","428.643","428.643"
"86940.523265484","430.627","430.627","430.627"
"86955.523321394","432.035","432.035","432.035"
"86970.522989493","426.14","426.14","426.14"
"86985.523175456","429.619","429.619","429.619"
"87000.523477145","431.034","431.034","431.034"
"87015.525016216","425.825","425.825","425.825"
"87030.523508865","428.674","428.674","428.674"
"87045.522937811","431.478","431.478","431.478"
"87060.524692139","426.396","426.396","426.396"
"87075.523622187","432.211","432.211","432.211"
"87090.522841455","432.531","432.531","432.531"
"87105.522743587","429.845","429.845","429.845"
"87120.523960772","436.727","436.727","436.727"
"87135.523095041","427.998","427.998","427.998"
"87150.523135029","433.482","433.482","433.482"
"87165.523139744","435.911","435.911","435.911"
"87180.52382537","428.801","428.801","428.801"
"87195.524346996","432.442","432.442","432.442"
"87210.523518618","428.394","428.394","428.394"
"87225.523936762","428.711","428.711","428.711"
"87240.522918111","430.869","430.869","430.869"
"87255.52336558","428.391","428.391","428.391"
"87270.523250074","430.326","430.326","430.326"
"87285.523048424","431.861","431.861","431.861"
"87300.523143813","428.065","428.065","428.065"
"87315.52330641","428.448","428.448","428.448"
"87330.522970124","431.55","431.55","431.55"
"87345.522797076","427.686","427.686","427.686"
"87360.5230917","439.451","439.451","439.451"
"87375.524047006","432.312","432.312","432.312"
"87390.52367353","433.152","433.152","433.152"
"87405.525518529","432.517","432.517","432.517"
"87420.525042387","431.373","431.373","431.373"
"87435.522526445","430.879","430.879","430.879"
"87450.523119477","425.85","425.85","425.85"
"87465.523714506","430.971","430.971","430.971"
"87480.522913861","432.19","432.19","432.19"
"87495.524057078","429.226","429.226","429.226"
"87510.522670087","431.235","431.235","431.235"
"87525.523260995","431.722","431.722","431.722"
"87540.523028588","425.867","425.867","425.867"
"87555.523251349","428.79","428.79","428.79"
"87570.523293771","430.937","430.937","430.937"
"87585.523569255","426.014","426.014","426.014"
"87600.522522722","433.713","433.713","433.713"
"87615.522954953","432.207","432.207","432.207"
"87630.523319329","429.409","429.409","429.409"
"87645.523538914","432.152","432.152","432.152"
"87660.524716982","430.511","430.511","430.511"
"87675.523753359","430.87","430.87","430.87"
"87690.523529114","433.191","433.191","433.191"
"87705.522866467","431.071","431.071","431.071"
"87720.52456911","430.905","430.905","430.905"
"87735.523386355","427.777","427.777","427.777"
"87750.523712336","429.876","429.876","429.876"
"87765.522634074","430.86","430.86","430.86"
"87780.522823172","427.436","427.436","427.436"
"87795.523495436","427.202","427.202","427.202"
"87810.52291904","432.045","432.045","432.045"
"87825.522692745","433.04","433.04","433.04"
"87840.524475642","437.666","437.666","437.666"
"87855.523141649","429.009","429.009","429.009"
"87870.523241195","430.142","430.142","430.142"
"87885.524930632","425.93","425.93","425.93"
"87900.522348058","427.355","427.355","427.355"
"87915.523564109","431.334","431.334","431.334"
"87930.524236625","427.803","427.803","427.803"
"87945.524551529","430.848","430.848","430.848"
"87960.522936016","431.863","431.863","431.863"
"87975.522254916","425.817","425.817","425.817"
"87990.523293566","430.505","430.505","430.505"
"88005.522930049","432.624","432.624","432.624"
"88020.523147575","426.876","426.876","426.876"
"88035.52367221","431.839","431.839","431.839"
"88050.524207789","430.442","430.442","430.442"
"88065.522603104","426.909","426.909","426.909"
"88080.522564816","430.355","430.355","430.355"
"88095.522898448","84.878","84.878","84.878"
"88110.522508831","81.618","81.618","81.618"
"88125.523288711","79.036","79.036","79.036"
"88140.523141221","75.948","75.948","75.948"
"88155.522582943","74.669","74.669","74.669"
"88170.522831411","73.514","73.514","73.514"
"88185.522709259","71.305","71.305","71.305"
"88200.522805624","71.004","71.004","71.004"
"88215.523490416","70.993","70.993","70.993"
"88230.524266639","420.018","420.018","420.018"
"88245.524077121","423.296","423.296","423.296"
"88260.523127029","421.078","421.078","421.078"
"88275.524481399","427.068","427.068","427.068"
"88290.522935904","427.702","427.702","427.702"
"88305.524435227","424.686","424.686","424.686"
"88320.52333825","426.945","426.945","426.945"
"88335.523744274","428.552","428.552","428.552"
"88350.523344086","424.157","424.157","424.157"
"88365.525113202","431.277","431.277","431.277"
"88380.52353518","429.451","429.451","429.451"
"88395.523194755","421.975","421.975","421.975"
"88410.523123903","435.19","435.19","435.19"
"88425.523630487","431.237","431.237","431.237"
"88440.523721915","425.088","425.088","425.088"
"88455.523226273","438.174","438.174","438.174"
